Ship_Type,Ship_Mode_Detail,Segment,Country,City,State,County_or_State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Profit Margin (%),Unit Selling Price (After Discount),Profit per Unit,Estimated List Price (Before Discount),Discount Impact (Revenue Lost Due to Discount)
Standard,Class,Corporate,United,States,Tucson,Arizona,85705,West,Furniture,Furnishings,238.152,3,20%,89.307,38%,79.384,29.769,99.23,59.538
Standard,Class,Consumer,United,States,Philadelphia,Pennsylvania,19120,East,Technology,Accessories,27.968,2,20%,6.992,25%,13.984,3.496,17.48,6.992
Same,Day,Consumer,United,States,Lubbock,Texas,79424,Central,Furniture,Furnishings,25.16,5,60%,-11.322,-45%,5.032,-2.2644,12.58,37.74
Standard,Class,Consumer,United,States,Houston,Texas,77095,Central,Technology,Accessories,24.032,2,20%,-0.6008,-3%,12.016,-0.3004,15.02,6.008
Standard,Class,Consumer,United,States,Parma,Ohio,44134,East,Furniture,Chairs,1474.802,7,30%,-21.0686,-1%,210.686,-3.0098,300.98,632.058
Standard,Class,Consumer,United,States,Parma,Ohio,44134,East,Furniture,Chairs,1537.074,9,30%,0,0%,170.786,0,243.98,658.746
Standard,Class,Consumer,United,States,Parma,Ohio,44134,East,Furniture,Chairs,449.372,2,30%,-12.8392,-3%,224.686,-6.4196,320.98,192.588
Standard,Class,Corporate,United,States,Springfield,Oregon,97477,West,Technology,Phones,191.976,3,20%,19.1976,10%,63.992,6.3992,79.99,47.994
Standard,Class,Corporate,United,States,Springfield,Oregon,97477,West,Furniture,Furnishings,409.216,8,20%,61.3824,15%,51.152,7.6728,63.94,102.304
Standard,Class,Corporate,United,States,Springfield,Oregon,97477,West,Furniture,Bookcases,72.588,2,70%,-128.2388,-177%,36.294,-64.1194,120.98,169.372
Standard,Class,Consumer,United,States,Manchester,Connecticut,6040,East,Technology,Phones,257.98,2,0%,74.8142,29%,128.99,37.4071,128.99,0
First,Class,Consumer,United,States,Columbus,Georgia,31907,South,Furniture,Bookcases,354.9,5,0%,88.725,25%,70.98,17.745,70.98,0
First,Class,Corporate,United,States,Philadelphia,Pennsylvania,19120,East,Furniture,Furnishings,51.968,2,20%,10.3936,20%,25.984,5.1968,32.48,12.992
First,Class,Corporate,United,States,Philadelphia,Pennsylvania,19120,East,Furniture,Furnishings,42.408,3,20%,9.5418,23%,14.136,3.1806,17.67,10.602
Second,Class,Consumer,United,States,Tulsa,Oklahoma,74133,Central,Technology,Accessories,167.28,12,0%,23.4192,14%,13.94,1.9516,13.94,0
First,Class,Corporate,United,States,Lakeland,Florida,33801,South,Technology,Phones,323.976,3,20%,28.3479,9%,107.992,9.4493,134.99,80.994
First,Class,Corporate,United,States,Lakeland,Florida,33801,South,Furniture,Furnishings,4.992,3,20%,1.3728,28%,1.664,0.4576,2.08,1.248
First,Class,Corporate,United,States,Lakeland,Florida,33801,South,Furniture,Furnishings,20.016,3,20%,5.5044,28%,6.672,1.8348,8.34,5.004
First,Class,Corporate,United,States,Lakeland,Florida,33801,South,Technology,Accessories,170.24,2,20%,53.2,31%,85.12,26.6,106.4,42.56
Standard,Class,Consumer,United,States,Philadelphia,Pennsylvania,19143,East,Technology,Phones,329.988,2,40%,-76.9972,-23%,164.994,-38.4986,274.99,219.992
Standard,Class,Consumer,United,States,Columbus,Indiana,47201,Central,Technology,Phones,50.97,3,0%,13.2522,26%,16.99,4.4174,16.99,0
Standard,Class,Consumer,United,States,Evanston,Illinois,60201,Central,Technology,Copiers,1439.968,4,20%,485.9892,34%,359.992,121.4973,449.99,359.992
Standard,Class,Consumer,United,States,Evanston,Illinois,60201,Central,Technology,Accessories,43.56,3,20%,-4.9005,-11%,14.52,-1.6335,18.15,10.89
Standard,Class,Consumer,United,States,Columbus,Ohio,43229,East,Technology,Phones,235.152,8,40%,-47.0304,-20%,29.394,-5.8788,48.99,156.768
Second,Class,Consumer,United,States,Houston,Texas,77095,Central,Furniture,Chairs,56.686,1,30%,-14.5764,-26%,56.686,-14.5764,80.98,24.294
Standard,Class,Corporate,United,States,Seattle,Washington,98103,West,Furniture,Furnishings,65.94,3,0%,22.4196,34%,21.98,7.4732,21.98,0
Standard,Class,Consumer,United,States,Louisville,Kentucky,40214,South,Technology,Phones,29.97,3,0%,0.2997,1%,9.99,0.0999,9.99,0
Standard,Class,Consumer,United,States,Trenton,Michigan,48183,Central,Technology,Phones,125.7,6,0%,35.196,28%,20.95,5.866,20.95,0
Standard,Class,Consumer,United,States,Trenton,Michigan,48183,Central,Technology,Phones,191.98,2,0%,51.8346,27%,95.99,25.9173,95.99,0
Standard,Class,Consumer,United,States,Hendersonville,Tennessee,37075,South,Furniture,Furnishings,72.704,4,20%,19.0848,26%,18.176,4.7712,22.72,18.176
Standard,Class,Consumer,United,States,Portland,Oregon,97206,West,Furniture,Bookcases,66.294,1,70%,-103.8606,-157%,66.294,-103.8606,220.98,154.686
Standard,Class,Consumer,United,States,Portland,Oregon,97206,West,Furniture,Chairs,291.168,4,20%,-14.5584,-5%,72.792,-3.6396,90.99,72.792
Standard,Class,Consumer,United,States,Irving,Texas,75061,Central,Technology,Phones,88.776,3,20%,7.7679,9%,29.592,2.5893,36.99,22.194
Same,Day,Consumer,United,States,Seattle,Washington,98105,West,Furniture,Chairs,177.568,2,20%,8.8784,5%,88.784,4.4392,110.98,44.392
Same,Day,Consumer,United,States,Seattle,Washington,98105,West,Technology,Phones,79.96,5,20%,-17.991,-23%,15.992,-3.5982,19.99,19.99
Standard,Class,Consumer,United,States,Columbus,Indiana,47201,Central,Furniture,Furnishings,6.24,3,0%,2.6208,42%,2.08,0.8736,2.08,0
Standard,Class,Corporate,United,States,Montgomery,Alabama,36116,South,Furniture,Furnishings,21.36,8,0%,8.1168,38%,2.67,1.0146,2.67,0
Standard,Class,Corporate,United,States,Oakland,California,94601,West,Technology,Phones,39.992,1,20%,-7.9984,-20%,39.992,-7.9984,49.99,9.998
Standard,Class,Corporate,United,States,Oakland,California,94601,West,Furniture,Chairs,1159.056,9,20%,43.4646,4%,128.784,4.8294,160.98,289.764
First,Class,Corporate,United,States,Palatine,Illinois,60067,Central,Technology,Accessories,116.312,7,20%,23.2624,20%,16.616,3.3232,20.77,29.078
Second,Class,Consumer,United,States,Seattle,Washington,98105,West,Furniture,Furnishings,12.42,3,0%,4.4712,36%,4.14,1.4904,4.14,0
Second,Class,Consumer,United,States,Seattle,Washington,98105,West,Technology,Accessories,428.4,3,0%,89.964,21%,142.8,29.988,142.8,0
Second,Class,Consumer,United,States,Seattle,Washington,98105,West,Furniture,Furnishings,24.75,5,0%,10.89,44%,4.95,2.178,4.95,0
Second,Class,Consumer,United,States,Seattle,Washington,98105,West,Technology,Phones,20.784,2,20%,-4.6764,-23%,10.392,-2.3382,12.99,5.196
Standard,Class,Consumer,United,States,Marion,Ohio,43302,East,Furniture,Furnishings,63.824,2,20%,9.5736,15%,31.912,4.7868,39.89,15.956
Standard,Class,Corporate,United,States,Lakewood,Ohio,44107,East,Furniture,Tables,661.176,2,40%,-231.4116,-35%,330.588,-115.7058,550.98,440.784
First,Class,Consumer,United,States,Salem,Virginia,24153,South,Furniture,Chairs,701.96,2,0%,168.4704,24%,350.98,84.2352,350.98,0
Standard,Class,Consumer,United,States,Dallas,Texas,75220,Central,Technology,Phones,195.96,5,20%,19.596,10%,39.192,3.9192,48.99,48.99
Second,Class,Corporate,United,States,Eugene,Oregon,97405,West,Furniture,Chairs,104.784,1,20%,-14.4078,-14%,104.784,-14.4078,130.98,26.196
Second,Class,Corporate,United,States,Eugene,Oregon,97405,West,Furniture,Chairs,650.352,3,20%,-97.5528,-15%,216.784,-32.5176,270.98,162.588
Standard,Class,Consumer,United,States,Oxnard,California,93030,West,Furniture,Furnishings,127.95,3,0%,21.7515,17%,42.65,7.2505,42.65,0
Standard,Class,Corporate,United,States,Fairfield,Connecticut,6824,East,Technology,Phones,14.99,1,0%,7.3451,49%,14.99,7.3451,14.99,0
Standard,Class,Consumer,United,States,Newark,Delaware,19711,East,Technology,Machines,65.97,3,0%,31.0059,47%,21.99,10.3353,21.99,0
Standard,Class,Consumer,United,States,Westland,Michigan,48185,Central,Furniture,Furnishings,272.94,3,0%,30.0234,11%,90.98,10.0078,90.98,0
Standard,Class,Consumer,United,States,Westland,Michigan,48185,Central,Furniture,Furnishings,14.73,3,0%,4.8609,33%,4.91,1.6203,4.91,0
Standard,Class,Consumer,United,States,Dallas,Texas,75217,Central,Furniture,Furnishings,108.4,5,60%,-105.69,-98%,21.68,-21.138,54.2,162.6
Standard,Class,Corporate,United,States,Miami,Florida,33178,South,Technology,Phones,361.376,2,20%,27.1032,8%,180.688,13.5516,225.86,90.344
Standard,Class,Corporate,United,States,Seattle,Washington,98103,West,Technology,Phones,86.352,6,20%,8.6352,10%,14.392,1.4392,17.99,21.588
Standard,Class,Consumer,United,States,Renton,Washington,98059,West,Technology,Machines,1039.992,1,20%,103.9992,10%,1039.992,103.9992,1299.99,259.998
Standard,Class,Corporate,United,States,Memphis,Tennessee,38109,South,Furniture,Chairs,561.584,2,20%,70.198,13%,280.792,35.099,350.99,140.396
Standard,Class,Consumer,United,States,Springfield,Ohio,45503,East,Furniture,Bookcases,299.975,5,50%,-167.986,-56%,59.995,-33.5972,119.99,299.975
Standard,Class,Consumer,United,States,Springfield,Ohio,45503,East,Technology,Phones,158.376,4,40%,-36.9544,-23%,39.594,-9.2386,65.99,105.584
First,Class,Consumer,United,States,Austin,Texas,78745,Central,Technology,Accessories,47.984,2,20%,14.3952,30%,23.992,7.1976,29.99,11.996
First,Class,Consumer,United,States,Austin,Texas,78745,Central,Technology,Accessories,62.592,8,20%,13.3008,21%,7.824,1.6626,9.78,15.648
First,Class,Consumer,United,States,Lafayette,Louisiana,70506,South,Furniture,Bookcases,241.96,2,0%,33.8744,14%,120.98,16.9372,120.98,0
First,Class,Consumer,United,States,Lafayette,Louisiana,70506,South,Furniture,Furnishings,8.01,3,0%,3.0438,38%,2.67,1.0146,2.67,0
Second,Class,Corporate,United,States,Spokane,Washington,99207,West,Furniture,Chairs,569.568,2,20%,7.1196,1%,284.784,3.5598,355.98,142.392
First,Class,Consumer,United,States,Houston,Texas,77041,Central,Furniture,Chairs,899.43,5,30%,-12.849,-1%,179.886,-2.5698,256.98,385.47
First,Class,Consumer,United,States,Houston,Texas,77041,Central,Technology,Phones,7.992,1,20%,0.6993,9%,7.992,0.6993,9.99,1.998
Standard,Class,Consumer,United,States,Philadelphia,Pennsylvania,19120,East,Technology,Phones,108.576,4,40%,-25.3344,-23%,27.144,-6.3336,45.24,72.384
Standard,Class,Corporate,United,States,Tulsa,Oklahoma,74133,Central,Furniture,Chairs,368.97,3,0%,81.1734,22%,122.99,27.0578,122.99,0
Standard,Class,Corporate,United,States,Draper,Utah,84020,West,Technology,Accessories,111.93,7,0%,34.6983,31%,15.99,4.9569,15.99,0
Standard,Class,Consumer,United,States,Philadelphia,Pennsylvania,19120,East,Technology,Copiers,8399.976,4,40%,1119.9968,13%,2099.994,279.9992,3499.99,5599.984
Standard,Class,Consumer,United,States,Philadelphia,Pennsylvania,19120,East,Technology,Phones,122.382,3,40%,-24.4764,-20%,40.794,-8.1588,67.99,81.588
Standard,Class,Corporate,United,States,Chicago,Illinois,60610,Central,Technology,Phones,180.96,5,20%,13.572,8%,36.192,2.7144,45.24,45.24
First,Class,Consumer,United,States,Pocatello,Idaho,83201,West,Furniture,Furnishings,35,4,0%,14.7,42%,8.75,3.675,8.75,0
First,Class,Consumer,United,States,Pocatello,Idaho,83201,West,Technology,Phones,302.376,3,20%,22.6782,8%,100.792,7.5594,125.99,75.594
Standard,Class,Consumer,United,States,Plano,Texas,75023,Central,Furniture,Tables,974.988,4,30%,-97.4988,-10%,243.747,-24.3747,348.21,417.852
Second,Class,Consumer,United,States,Glenview,Illinois,60025,Central,Technology,Phones,158.376,3,20%,13.8579,9%,52.792,4.6193,65.99,39.594
First,Class,Corporate,United,States,Baltimore,Maryland,21215,East,Technology,Accessories,89.97,3,0%,18.8937,21%,29.99,6.2979,29.99,0
First,Class,Corporate,United,States,Baltimore,Maryland,21215,East,Furniture,Chairs,261.96,2,0%,23.5764,9%,130.98,11.7882,130.98,0
First,Class,Corporate,United,States,Philadelphia,Pennsylvania,19140,East,Furniture,Bookcases,61.96,4,50%,-53.2856,-86%,15.49,-13.3214,30.98,61.96
Standard,Class,Corporate,United,States,Philadelphia,Pennsylvania,19120,East,Furniture,Furnishings,103.936,4,20%,16.8896,16%,25.984,4.2224,32.48,25.984
Standard,Class,Corporate,United,States,Orlando,Florida,32839,South,Furniture,Bookcases,289.568,2,20%,10.8588,4%,144.784,5.4294,180.98,72.392
Standard,Class,Corporate,United,States,Orlando,Florida,32839,South,Technology,Phones,244.768,4,20%,24.4768,10%,61.192,6.1192,76.49,61.192
Second,Class,Consumer,United,States,Houston,Texas,77095,Central,Technology,Accessories,24,2,20%,-2.7,-11%,12,-1.35,15,6
Second,Class,Consumer,United,States,Houston,Texas,77095,Central,Technology,Accessories,26.176,2,20%,-3.272,-13%,13.088,-1.636,16.36,6.544
Standard,Class,Consumer,United,States,Medina,Ohio,44256,East,Technology,Phones,539.964,6,40%,-107.9928,-20%,89.994,-17.9988,149.99,359.976
Standard,Class,Consumer,United,States,Medina,Ohio,44256,East,Technology,Phones,50.232,7,40%,-10.0464,-20%,7.176,-1.4352,11.96,33.488
Second,Class,Corporate,United,States,Philadelphia,Pennsylvania,19143,East,Furniture,Furnishings,332.832,4,20%,-24.9624,-8%,83.208,-6.2406,104.01,83.208
Second,Class,Consumer,United,States,Jackson,Michigan,49201,Central,Furniture,Chairs,302.67,3,0%,72.6408,24%,100.89,24.2136,100.89,0
Standard,Class,Consumer,United,States,Rochester,Minnesota,55901,Central,Technology,Accessories,142.8,1,0%,29.988,21%,142.8,29.988,142.8,0
Standard,Class,Consumer,United,States,Rochester,Minnesota,55901,Central,Technology,Accessories,399.95,5,0%,143.982,36%,79.99,28.7964,79.99,0
First,Class,Corporate,United,States,Knoxville,Tennessee,37918,South,Furniture,Tables,328.59,3,40%,-147.8655,-45%,109.53,-49.2885,182.55,219.06
Standard,Class,Corporate,United,States,Newark,Delaware,19711,East,Technology,Phones,158.99,1,0%,41.3374,26%,158.99,41.3374,158.99,0
Standard,Class,Corporate,United,States,Newark,Delaware,19711,East,Furniture,Chairs,291.1,5,0%,75.686,26%,58.22,15.1372,58.22,0
First,Class,Consumer,United,States,Seattle,Washington,98103,West,Furniture,Furnishings,139.92,2,0%,23.7864,17%,69.96,11.8932,69.96,0
First,Class,Consumer,United,States,Seattle,Washington,98103,West,Technology,Phones,107.88,3,20%,10.788,10%,35.96,3.596,44.95,26.97
Standard,Class,Consumer,United,States,Lawrence,Massachusetts,1841,East,Furniture,Tables,194.25,2,30%,-38.85,-20%,97.125,-19.425,138.75,83.25
Standard,Class,Consumer,United,States,Lawrence,Massachusetts,1841,East,Furniture,Chairs,872.32,4,0%,244.2496,28%,218.08,61.0624,218.08,0
Standard,Class,Consumer,United,States,Houston,Texas,77095,Central,Furniture,Chairs,317.058,3,30%,-18.1176,-6%,105.686,-6.0392,150.98,135.882
Standard,Class,Consumer,United,States,Houston,Texas,77095,Central,Technology,Accessories,227.976,3,20%,28.497,13%,75.992,9.499,94.99,56.994
Second,Class,Consumer,United,States,Arlington,Virginia,22204,South,Technology,Phones,173.94,6,0%,50.4426,29%,28.99,8.4071,28.99,0
Standard,Class,Consumer,United,States,Seattle,Washington,98103,West,Technology,Phones,1007.944,7,20%,75.5958,8%,143.992,10.7994,179.99,251.986
Same,Day,Consumer,United,States,Seattle,Washington,98105,West,Furniture,Furnishings,101.94,3,0%,30.582,30%,33.98,10.194,33.98,0
Standard,Class,Corporate,United,States,Edmonds,Washington,98026,West,Technology,Accessories,179.97,3,0%,86.3856,48%,59.99,28.7952,59.99,0
Standard,Class,Consumer,United,States,Salem,Virginia,24153,South,Technology,Phones,271.96,4,0%,67.99,25%,67.99,16.9975,67.99,0
Standard,Class,Consumer,United,States,Salem,Virginia,24153,South,Furniture,Furnishings,8.8,5,0%,3.872,44%,1.76,0.7744,1.76,0
Standard,Class,Consumer,United,States,Salem,Virginia,24153,South,Furniture,Bookcases,302.94,3,0%,69.6762,23%,100.98,23.2254,100.98,0
Standard,Class,Corporate,United,States,Clinton,Maryland,20735,East,Furniture,Furnishings,60.72,3,0%,23.6808,39%,20.24,7.8936,20.24,0
Standard,Class,Corporate,United,States,Clinton,Maryland,20735,East,Furniture,Chairs,239.84,8,0%,64.7568,27%,29.98,8.0946,29.98,0
Standard,Class,Consumer,United,States,Louisville,Kentucky,40214,South,Furniture,Chairs,191.96,2,0%,51.8292,27%,95.98,25.9146,95.98,0
Standard,Class,Consumer,United,States,Louisville,Kentucky,40214,South,Technology,Phones,469.95,5,0%,131.586,28%,93.99,26.3172,93.99,0
Standard,Class,Consumer,United,States,Louisville,Kentucky,40214,South,Furniture,Furnishings,209.88,3,0%,35.6796,17%,69.96,11.8932,69.96,0
Second,Class,Corporate,United,States,Springfield,Missouri,65807,Central,Furniture,Bookcases,212.94,3,0%,53.235,25%,70.98,17.745,70.98,0
Standard,Class,Consumer,United,States,Seattle,Washington,98115,West,Furniture,Chairs,698.352,3,20%,52.3764,8%,232.784,17.4588,290.98,174.588
Standard,Class,Consumer,United,States,Seattle,Washington,98115,West,Furniture,Tables,1747.25,5,0%,629.01,36%,349.45,125.802,349.45,0
Second,Class,Corporate,United,States,Lorain,Ohio,44052,East,Furniture,Tables,1421.664,8,40%,-734.5264,-52%,177.708,-91.8158,296.18,947.776
Standard,Class,Consumer,United,States,Indianapolis,Indiana,46203,Central,Technology,Accessories,79.78,2,0%,29.5186,37%,39.89,14.7593,39.89,0
Standard,Class,Consumer,United,States,Redmond,Oregon,97756,West,Technology,Phones,438.368,4,20%,38.3572,9%,109.592,9.5893,136.99,109.592
Standard,Class,Consumer,United,States,Redmond,Oregon,97756,West,Technology,Phones,139.944,7,20%,-31.4874,-23%,19.992,-4.4982,24.99,34.986
First,Class,Corporate,United,States,Arlington,Texas,76017,Central,Technology,Copiers,319.984,2,20%,107.9946,34%,159.992,53.9973,199.99,79.996
First,Class,Corporate,United,States,Arlington,Texas,76017,Central,Furniture,Furnishings,21.184,2,60%,-11.6512,-55%,10.592,-5.8256,26.48,31.776
First,Class,Corporate,United,States,Arlington,Texas,76017,Central,Furniture,Chairs,213.43,5,30%,-39.637,-19%,42.686,-7.9274,60.98,91.47
Second,Class,Consumer,United,States,Lawrence,Indiana,46226,Central,Technology,Machines,83.9,2,0%,22.653,27%,41.95,11.3265,41.95,0
Second,Class,Consumer,United,States,Lawrence,Indiana,46226,Central,Technology,Accessories,393.54,3,0%,165.2868,42%,131.18,55.0956,131.18,0
Standard,Class,Consumer,United,States,Bloomington,Illinois,61701,Central,Furniture,Furnishings,41.552,2,60%,-19.7372,-48%,20.776,-9.8686,51.94,62.328
Same,Day,Consumer,United,States,Skokie,Illinois,60076,Central,Furniture,Furnishings,266.352,6,60%,-292.9872,-110%,44.392,-48.8312,110.98,399.528
Same,Day,Consumer,United,States,Skokie,Illinois,60076,Central,Furniture,Furnishings,56.328,3,60%,-26.7558,-48%,18.776,-8.9186,46.94,84.492
Same,Day,Consumer,United,States,Skokie,Illinois,60076,Central,Technology,Accessories,39.264,3,20%,-4.908,-13%,13.088,-1.636,16.36,9.816
Standard,Class,Corporate,United,States,Miami,Florida,33180,South,Furniture,Furnishings,50.496,6,20%,8.2056,16%,8.416,1.3676,10.52,12.624
First,Class,Corporate,United,States,Smyrna,Tennessee,37167,South,Furniture,Chairs,643.136,4,20%,56.2744,9%,160.784,14.0686,200.98,160.784
Standard,Class,Consumer,United,States,Chicago,Illinois,60623,Central,Furniture,Chairs,359.772,2,30%,-5.1396,-1%,179.886,-2.5698,256.98,154.188
Second,Class,Consumer,United,States,Dublin,Ohio,43017,East,Technology,Accessories,479.952,6,20%,107.9892,23%,79.992,17.9982,99.99,119.988
Standard,Class,Consumer,United,States,Chicago,Illinois,60623,Central,Technology,Machines,1362.9,3,30%,-19.47,-1%,454.3,-6.49,649,584.1
Standard,Class,Consumer,United,States,Chicago,Illinois,60653,Central,Furniture,Chairs,317.058,3,30%,-18.1176,-6%,105.686,-6.0392,150.98,135.882
Standard,Class,Consumer,United,States,Chicago,Illinois,60653,Central,Furniture,Furnishings,14.56,5,60%,-6.188,-43%,2.912,-1.2376,7.28,21.84
Second,Class,Consumer,United,States,Baltimore,Maryland,21215,East,Furniture,Bookcases,344.94,3,0%,31.0446,9%,114.98,10.3482,114.98,0
Second,Class,Consumer,United,States,Baltimore,Maryland,21215,East,Furniture,Furnishings,14.76,2,0%,4.2804,29%,7.38,2.1402,7.38,0
Second,Class,Consumer,United,States,Philadelphia,Pennsylvania,19143,East,Furniture,Furnishings,20.096,4,20%,3.0144,15%,5.024,0.7536,6.28,5.024
